,description,product_name,Name_and_Description,labels_num,label_name
171,"['prithish', 'mad', 'ceram', 'mug', 'prithish', 'mad', 'ceram', 'mug', 'best', 'price']","['prithish', 'mad', 'ceram', 'mug']","['prithish', 'mad', 'ceram', 'mug', 'prithish', 'mad', 'ceram', 'mug', 'best', 'price', 'prithish', 'mad', 'ceram', 'mug']",5.0,Kitchen & Dining
172,"['rockmantra', 'abstrct', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size']","['rockmantra', 'abstrct', 'ceram', 'mug']","['rockmantra', 'abstrct', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'rockmantra', 'abstrct', 'ceram', 'mug']",5.0,Kitchen & Dining
173,"['rockmantra', 'water', 'fire', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size']","['rockmantra', 'water', 'fire', 'ceram', 'mug']","['rockmantra', 'water', 'fire', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'rockmantra', 'water', 'fire', 'ceram', 'mug']",5.0,Kitchen & Dining
174,"['prithish', 'independ', 'design', 'doubl', 'color', 'ceram', 'mug', 'prithish', 'independ', 'design', 'doubl', 'color', 'ceram', 'mug', 'best', 'price']","['prithish', 'independ', 'design', 'doubl', 'color', 'ceram', 'mug']","['prithish', 'independ', 'design', 'doubl', 'color', 'ceram', 'mug', 'prithish', 'independ', 'design', 'doubl', 'color', 'ceram', 'mug', 'best', 'price', 'prithish', 'independ', 'design', 'doubl', 'color', 'ceram', 'mug']",5.0,Kitchen & Dining
175,"['prithish', 'mom', 'superpow', 'red', 'blue', 'bubbl', 'colour', 'ceram', 'mug', 'prithish', 'mom', 'superpow', 'red', 'blue', 'bubbl', 'colour', 'ceram', 'mug', 'best', 'price']","['prithish', 'mom', 'superpow', 'red', 'blue', 'bubbl', 'colour', 'ceram', 'mug']","['prithish', 'mom', 'superpow', 'red', 'blue', 'bubbl', 'colour', 'ceram', 'mug', 'prithish', 'mom', 'superpow', 'red', 'blue', 'bubbl', 'colour', 'ceram', 'mug', 'best', 'price', 'prithish', 'mom', 'superpow', 'red', 'blue', 'bubbl', 'colour', 'ceram', 'mug']",5.0,Kitchen & Dining
176,"['printland', 'pmr', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one']","['printland', 'pmr', 'ceram', 'mug']","['printland', 'pmr', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'pmr', 'ceram', 'mug']",5.0,Kitchen & Dining
177,"['printland', 'pmr', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one']","['printland', 'pmr', 'ceram', 'mug']","['printland', 'pmr', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'pmr', 'ceram', 'mug']",5.0,Kitchen & Dining
178,"['prithish', 'mom', 'superpow', 'multicolour', 'bubbl', 'black', 'ceram', 'mug', 'prithish', 'mom', 'superpow', 'multicolour', 'bubbl', 'black', 'ceram', 'mug', 'best', 'price']","['prithish', 'mom', 'superpow', 'multicolour', 'bubbl', 'black', 'ceram', 'mug']","['prithish', 'mom', 'superpow', 'multicolour', 'bubbl', 'black', 'ceram', 'mug', 'prithish', 'mom', 'superpow', 'multicolour', 'bubbl', 'black', 'ceram', 'mug', 'best', 'price', 'prithish', 'mom', 'superpow', 'multicolour', 'bubbl', 'black', 'ceram', 'mug']",5.0,Kitchen & Dining
179,"['rockmantra', 'beauti', 'girl', 'big', 'feather', 'hat', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size']","['rockmantra', 'beauti', 'girl', 'big', 'feather', 'hat', 'ceram', 'mug']","['rockmantra', 'beauti', 'girl', 'big', 'feather', 'hat', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'rockmantra', 'beauti', 'girl', 'big', 'feather', 'hat', 'ceram', 'mug']",5.0,Kitchen & Dining
180,"['printland', 'pmr', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one']","['printland', 'pmr', 'ceram', 'mug']","['printland', 'pmr', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'pmr', 'ceram', 'mug']",5.0,Kitchen & Dining
181,"['printland', 'cmw', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one']","['printland', 'cmw', 'ceram', 'mug']","['printland', 'cmw', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'cmw', 'ceram', 'mug']",5.0,Kitchen & Dining
182,"['printland', 'pmr', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one']","['printland', 'pmr', 'ceram', 'mug']","['printland', 'pmr', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'pmr', 'ceram', 'mug']",5.0,Kitchen & Dining
183,"['rockmantra', 'blue', 'water', 'abstract', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size']","['rockmantra', 'blue', 'water', 'abstract', 'ceram', 'mug']","['rockmantra', 'blue', 'water', 'abstract', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'rockmantra', 'blue', 'water', 'abstract', 'ceram', 'mug']",5.0,Kitchen & Dining
184,"['prithish', 'pschedel', 'collect', 'ceram', 'mug', 'prithish', 'pschedel', 'collect', 'ceram', 'mug', 'best', 'price']","['prithish', 'pschedel', 'collect', 'ceram', 'mug']","['prithish', 'pschedel', 'collect', 'ceram', 'mug', 'prithish', 'pschedel', 'collect', 'ceram', 'mug', 'best', 'price', 'prithish', 'pschedel', 'collect', 'ceram', 'mug']",5.0,Kitchen & Dining
185,"['printland', 'cmw', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one']","['printland', 'cmw', 'ceram', 'mug']","['printland', 'cmw', 'ceram', 'mug', 'price', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'coff', 'mug', 'ador', 'fantast', 'coff', 'mug', 'one', 'enjoy', 'morn', 'coff', 'tea', 'huge', 'mug', 'made', 'ceram', 'materi', 'perfect', 'add', 'kitchen', 'wardrob', 'look', 'stylish', 'eleg', 'serv', 'tea', 'coff', 'mug', 'casual', 'get', 'home', 'perfect', 'gift', 'present', 'love', 'one', 'printland', 'cmw', 'ceram', 'mug']",5.0,Kitchen & Dining
186,"['rockmantra', 'gam', 'wallpap', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size']","['rockmantra', 'gam', 'wallpap', 'ceram', 'mug']","['rockmantra', 'gam', 'wallpap', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'rockmantra', 'gam', 'wallpap', 'ceram', 'mug']",5.0,Kitchen & Dining
187,"['prithish', 'wild', 'ceram', 'mug', 'price', 'get', 'talk', 'coff', 'wide', 'select', 'cute', 'catchi', 'design', 'mean', 'sure', 'find', 'quot', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'gift', 'mug', 'design', 'qualiti', 'ink', 'attract', 'graphic', 'perfect', 'around', 'enjoy', 'express', 'distinct', 'coff', 'mug', 'give', 'freedom', 'broadcast', 'special', 'messag', 'holiday', 'cheer', 'love', 'cupcak', 'afford', 'mug', 'perfect', 'gift', 'show', 'know', 'break', 'mug', 'bring', 'laugh', 'happi', 'sip', 'get', 'talk', 'coff', 'wide', 'select', 'cute', 'catchi', 'design', 'mean', 'sure', 'find', 'quot', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'gift', 'mug', 'design', 'qualiti', 'ink', 'attract', 'graphic', 'perfect', 'around', 'enjoy', 'express', 'distinct', 'coff', 'mug', 'give', 'freedom', 'broadcast', 'special', 'messag', 'holiday', 'cheer', 'love', 'cupcak', 'afford', 'mug', 'perfect', 'gift', 'show', 'know', 'break', 'mug', 'bring', 'laugh', 'happi', 'sip']","['prithish', 'wild', 'ceram', 'mug']","['prithish', 'wild', 'ceram', 'mug', 'price', 'get', 'talk', 'coff', 'wide', 'select', 'cute', 'catchi', 'design', 'mean', 'sure', 'find', 'quot', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'gift', 'mug', 'design', 'qualiti', 'ink', 'attract', 'graphic', 'perfect', 'around', 'enjoy', 'express', 'distinct', 'coff', 'mug', 'give', 'freedom', 'broadcast', 'special', 'messag', 'holiday', 'cheer', 'love', 'cupcak', 'afford', 'mug', 'perfect', 'gift', 'show', 'know', 'break', 'mug', 'bring', 'laugh', 'happi', 'sip', 'get', 'talk', 'coff', 'wide', 'select', 'cute', 'catchi', 'design', 'mean', 'sure', 'find', 'quot', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'gift', 'mug', 'design', 'qualiti', 'ink', 'attract', 'graphic', 'perfect', 'around', 'enjoy', 'express', 'distinct', 'coff', 'mug', 'give', 'freedom', 'broadcast', 'special', 'messag', 'holiday', 'cheer', 'love', 'cupcak', 'afford', 'mug', 'perfect', 'gift', 'show', 'know', 'break', 'mug', 'bring', 'laugh', 'happi', 'sip', 'prithish', 'wild', 'ceram', 'mug']",5.0,Kitchen & Dining
188,"['returnfavor', 'cartoon', 'shape', 'coff', 'kid', 'ceram', 'mug', 'returnfavor', 'cartoon', 'shape', 'coff', 'kid', 'ceram', 'mug', 'best', 'price']","['returnfavor', 'cartoon', 'shape', 'coff', 'kid', 'ceram', 'mug']","['returnfavor', 'cartoon', 'shape', 'coff', 'kid', 'ceram', 'mug', 'returnfavor', 'cartoon', 'shape', 'coff', 'kid', 'ceram', 'mug', 'best', 'price', 'returnfavor', 'cartoon', 'shape', 'coff', 'kid', 'ceram', 'mug']",5.0,Kitchen & Dining
189,"['rockmantra', 'stone', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size']","['rockmantra', 'stone', 'ceram', 'mug']","['rockmantra', 'stone', 'ceram', 'mug', 'price', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'fresh', 'start', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'rockmantra', 'stone', 'ceram', 'mug']",5.0,Kitchen & Dining
190,"['rockmantra', 'vintag', 'sea', 'ceram', 'mug', 'rockmantra', 'vintag', 'sea', 'ceram', 'mug', 'best', 'price']","['rockmantra', 'vintag', 'sea', 'ceram', 'mug']","['rockmantra', 'vintag', 'sea', 'ceram', 'mug', 'rockmantra', 'vintag', 'sea', 'ceram', 'mug', 'best', 'price', 'rockmantra', 'vintag', 'sea', 'ceram', 'mug']",5.0,Kitchen & Dining
191,"['prithish', 'blue', 'gold', 'heart', 'love', 'ceram', 'mug', 'prithish', 'blue', 'gold', 'heart', 'love', 'ceram', 'mug', 'best', 'price']","['prithish', 'blue', 'gold', 'heart', 'love', 'ceram', 'mug']","['prithish', 'blue', 'gold', 'heart', 'love', 'ceram', 'mug', 'prithish', 'blue', 'gold', 'heart', 'love', 'ceram', 'mug', 'best', 'price', 'prithish', 'blue', 'gold', 'heart', 'love', 'ceram', 'mug']",5.0,Kitchen & Dining
